#separator:tab
#html:true
#columns:Key	Component	Pinyin	Meaning	MemberChars	SameSyllableChars	Reliability	Productivity	Frequency	Decomposition	CrossRefs	Note	Link	Audio	Tags
#tags column:15
青:jing1	青	jīng	nature's color / green or blue / greenish black / youth / young (of people) / abbr. for Qinghai province 青海	精睛菁腈鼱	静靖靓婧靜	5/30	31	497	once:龶+月	qīng / 清蜻鲭鯖 · jìng / 静靖靓婧靜		https://hanzicraft.com/dashboard/character/%E9%9D%92%E7%B2%BE%E7%9D%9B%E8%8F%81%E8%85%88%E9%BC%B1	[sound:jing1.mp3]	phonetic-component
青:jing4	青	jìng	nature's color / green or blue / greenish black / youth / young (of people) / abbr. for Qinghai province 青海	静靖靓婧靜	精睛菁腈鼱	5/30	31	497	once:龶+月	qīng / 清蜻鲭鯖 · jīng / 精睛菁腈鼱		https://hanzicraft.com/dashboard/character/%E9%9D%92%E9%9D%99%E9%9D%96%E9%9D%93%E5%A9%A7%E9%9D%9C	[sound:jing4.mp3]	phonetic-component
尞:liao2	尞	liáo		僚撩缭燎寮	瞭镣蹽鐐	10/15	16		once:𡗜+?;radical:大+丷+日+小			https://hanzicraft.com/dashboard/character/%E5%B0%9E%E5%83%9A%E6%92%A9%E7%BC%AD%E7%87%8E%E5%AF%AE	[sound:liao2.mp3]	phonetic-component
柬:lian4	柬	liàn	card / note / letter / abbr. for 柬埔寨[Jian3 pu3 zhai4], Cambodia	煉練楝鍊			7	3041	once:木+?;radical:木+口+丨+丷			https://hanzicraft.com/dashboard/character/%E6%9F%AC%E7%85%89%E7%B7%B4%E6%A5%9D%E9%8D%8A	[sound:lian4.mp3]	phonetic-component
奥:ao4	奥	ào	obscure / mysterious	澳懊	襖	3/7	7	970	once:?+大;radical:宀+米+大			https://hanzicraft.com/dashboard/character/%E5%A5%A5%E6%BE%B3%E6%87%8A	[sound:ao4.mp3]	phonetic-component
畺:jiang1	畺	jiāng		疆僵缰薑礓		5/5	5		once:三+畕;radical:一+二+畕			https://hanzicraft.com/dashboard/character/%E7%95%BA%E7%96%86%E5%83%B5%E7%BC%B0%E8%96%91%E7%A4%93	[sound:jiang1.mp3]	phonetic-component
玄:xian2	玄	xián	black / mysterious	弦舷絃蚿		4/14	17	1715	once:亠+幺	xuàn / 眩炫铉泫衒		https://hanzicraft.com/dashboard/character/%E7%8E%84%E5%BC%A6%E8%88%B7%E7%B5%83%E8%9A%BF	[sound:xian2.mp3]	phonetic-component
玄:xuan4	玄	xuàn	black / mysterious	眩炫铉泫衒		5/14	17	1715	once:亠+幺	xián / 弦舷絃蚿		https://hanzicraft.com/dashboard/character/%E7%8E%84%E7%9C%A9%E7%82%AB%E9%93%89%E6%B3%AB%E8%A1%92	[sound:xuan4.mp3]	phonetic-component
豖:zhuo2	豖	zhuó	a shackled pig	琢啄诼諑	涿	4/7	6		once:一+?;radical:一+勹+?+丶+?		㒸	https://hanzicraft.com/dashboard/character/%E8%B1%96%E7%90%A2%E5%95%84%E8%AF%BC%E8%AB%91	[sound:zhuo2.mp3]	phonetic-component
豦:ju4	豦	jù	a wild boar / to fight	遽醵鐻		3/6	6		once:虍+豕;radical:虍+豕		豕	https://hanzicraft.com/dashboard/character/%E8%B1%A6%E9%81%BD%E9%86%B5%E9%90%BB	[sound:ju4.mp3]	phonetic-component
难:tan1	难	tān	difficult (to...) / problem / difficulty / difficult / not good	滩摊瘫		3/5	4	295	once:又+隹;radical:又+隹		隹	https://hanzicraft.com/dashboard/character/%E9%9A%BE%E6%BB%A9%E6%91%8A%E7%98%AB	[sound:tan1.mp3]	phonetic-component
吾:wu4	吾	wù	I / my (old)	悟晤焐痦	捂唔梧牾鼯	4/17	16	1647	once:五+口;radical:一+力+一+口	yǔ / 语龉圄語	16/17 wu + yu	https://hanzicraft.com/dashboard/character/%E5%90%BE%E6%82%9F%E6%99%A4%E7%84%90%E7%97%A6	[sound:wu4.mp3]	phonetic-component
吾:yu3	吾	yǔ	I / my (old)	语龉圄語		4/17	16	1647	once:五+口;radical:一+力+一+口	wù / 悟晤焐痦	16/17 wu + yu	https://hanzicraft.com/dashboard/character/%E5%90%BE%E8%AF%AD%E9%BE%89%E5%9C%84%E8%AA%9E	[sound:yu3.mp3]	phonetic-component
取:zou1	取	zōu	to take / to get / to choose / to fetch	诹鲰陬菆諏		6/11	11	323	once:耳+又;radical:耳+又		耳	https://hanzicraft.com/dashboard/character/%E5%8F%96%E8%AF%B9%E9%B2%B0%E9%99%AC%E8%8F%86%E8%AB%8F	[sound:zou1.mp3]	phonetic-component
咅:pei2	咅	péi		培陪赔锫	醅	4/16	17		once:立+口;radical:立+口		立	https://hanzicraft.com/dashboard/character/%E5%92%85%E5%9F%B9%E9%99%AA%E8%B5%94%E9%94%AB	[sound:pei2.mp3]	phonetic-component
瓜:gu1	瓜	gū	melon / gourd / squash	孤呱菰觚箛		5/15	17	1824	once:?+厶			https://hanzicraft.com/dashboard/character/%E7%93%9C%E5%AD%A4%E5%91%B1%E8%8F%B0%E8%A7%9A%E7%AE%9B	[sound:gu1.mp3]	phonetic-component
夹:xia2	夹	xiá	to press from either side / to place in between / to sandwich / to carry sth under armpit / wedged between / between / to intersperse / to mix / to mingle / clip / folder	侠峡狭硖		4/13	12	1756	once:夫+丷;radical:人+二+丷	jiá / 颊郏荚蛱铗		https://hanzicraft.com/dashboard/character/%E5%A4%B9%E4%BE%A0%E5%B3%A1%E7%8B%AD%E7%A1%96	[sound:xia2.mp3]	phonetic-component
乞:qi4	乞	qì	to beg	迄讫汔		3/15	16	2424	once:𠂉+㇠;radical:丿+一+㇠	gē / 疙圪纥仡紇		https://hanzicraft.com/dashboard/character/%E4%B9%9E%E8%BF%84%E8%AE%AB%E6%B1%94	[sound:qi4.mp3]	phonetic-component
卑:bi4	卑	bì	low / base / vulgar / inferior / humble	婢裨睥髀萆	俾	6/23	25	2055	once:?+十;radical:冂+二+丨+丶+十	bēi / 碑鹎鵯 · pí / 脾啤裨鼙蜱		https://hanzicraft.com/dashboard/character/%E5%8D%91%E5%A9%A2%E8%A3%A8%E7%9D%A5%E9%AB%80%E8%90%86	[sound:bi4.mp3]	phonetic-component
卑:pi2	卑	pí	low / base / vulgar / inferior / humble	脾啤裨鼙蜱		8/23	25	2055	once:?+十;radical:冂+二+丨+丶+十	bēi / 碑鹎鵯 · bì / 婢裨睥髀萆		https://hanzicraft.com/dashboard/character/%E5%8D%91%E8%84%BE%E5%95%A4%E8%A3%A8%E9%BC%99%E8%9C%B1	[sound:pi2.mp3]	phonetic-component
亥:gai1	亥	gāi	12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar	该該赅賅垓		7/21	19	3173	once:?+人;radical:亠+丨+㇙+人	hài / 骇駭氦		https://hanzicraft.com/dashboard/character/%E4%BA%A5%E8%AF%A5%E8%A9%B2%E8%B5%85%E8%B3%85%E5%9E%93	[sound:gai1.mp3]	phonetic-component
兹:ci2	兹	cí	now / here / this / time / year	慈磁鹚糍		4/9	9	1779	once:䒑+𢆶;radical:丷+一+𢆶	zī / 滋孳嵫		https://hanzicraft.com/dashboard/character/%E5%85%B9%E6%85%88%E7%A3%81%E9%B9%9A%E7%B3%8D	[sound:ci2.mp3]	phonetic-component
尃:bo2	尃	bó	to state to, to announce	博搏膊髆镈		5/11	12		once:甫+寸;radical:十+用+丶+寸	fù / 傅缚赙縛		https://hanzicraft.com/dashboard/character/%E5%B0%83%E5%8D%9A%E6%90%8F%E8%86%8A%E9%AB%86%E9%95%88	[sound:bo2.mp3]	phonetic-component
尃:fu4	尃	fù	to state to, to announce	傅缚赙縛		4/11	12		once:甫+寸;radical:十+用+丶+寸	bó / 博搏膊髆镈		https://hanzicraft.com/dashboard/character/%E5%B0%83%E5%82%85%E7%BC%9A%E8%B5%99%E7%B8%9B	[sound:fu4.mp3]	phonetic-component
各:luo4	各	luò	each / every	洛络咯骆珞		7/29	30	209	once:夂+口;radical:夂+口	gé / 格阁骼茖閣	Exceptions (different sound): 客	https://hanzicraft.com/dashboard/character/%E5%90%84%E6%B4%9B%E7%BB%9C%E5%92%AF%E9%AA%86%E7%8F%9E	[sound:luo4.mp3]	phonetic-component
奎:kui2	奎	kuí	crotch / 15th of the 28th constellations of Chinese astronomy	喹蝰		3/3	2	2603	once:大+圭;radical:大+圭			https://hanzicraft.com/dashboard/character/%E5%A5%8E%E5%96%B9%E8%9D%B0	[sound:kui2.mp3]	phonetic-component
圭:gua4	圭	guà	jade tablet	挂卦褂诖罣		7/28	37	3530	once:土	guī / 闺閨硅鲑鮭	Exceptions (different sound): 厓奎	https://hanzicraft.com/dashboard/character/%E5%9C%AD%E6%8C%82%E5%8D%A6%E8%A4%82%E8%AF%96%E7%BD%A3	[sound:gua4.mp3]	phonetic-component
占:dian4	占	diàn	to take possession of / to occupy / to take up	店玷阽坫惦	点點	5/30 · 9/30 (ignoring tone)	27	736	once:⺊+口;radical:⺊+口	zhān / 沾粘毡霑詀		https://hanzicraft.com/dashboard/character/%E5%8D%A0%E5%BA%97%E7%8E%B7%E9%98%BD%E5%9D%AB%E6%83%A6	[sound:dian4.mp3]	phonetic-component
喿:zao4	喿	zào	chirping of birds	躁燥噪譟趮	澡	5/14	12		once:品+木;radical:品+木			https://hanzicraft.com/dashboard/character/%E5%96%BF%E8%BA%81%E7%87%A5%E5%99%AA%E8%AD%9F%E8%B6%AE	[sound:zao4.mp3]	phonetic-component
延:yan2	延	yán	to prolong / to extend / to delay	蜒筵埏綖		6/10	13	1101	once:廴+?;radical:廴+㇒+止		正<br>dan4	https://hanzicraft.com/dashboard/character/%E5%BB%B6%E8%9C%92%E7%AD%B5%E5%9F%8F%E7%B6%96	[sound:yan2.mp3]	phonetic-component
監:jian4	監	jiàn	hard / strong / solid / firm / to supervise / to inspect / jail / prison	艦鑑檻		4/9	5	836	once:?+皿;radical:臣+丿+一+丶+皿		Exceptions (different sound): 覽	https://hanzicraft.com/dashboard/character/%E7%9B%A3%E8%89%A6%E9%91%91%E6%AA%BB	[sound:jian4.mp3]	phonetic-component
监:lan2	监	lán	hard / strong / solid / firm / to supervise / to inspect / jail / prison	蓝篮褴	滥	3/7	6	836	once:?+皿;radical:丨+丨+丿+一+丶+皿			https://hanzicraft.com/dashboard/character/%E7%9B%91%E8%93%9D%E7%AF%AE%E8%A4%B4	[sound:lan2.mp3]	phonetic-component
䜌:luan2	䜌	luán	tapestry	攣鸞巒鑾孿		9/13	4		once:絲+言;radical:糹+糸+言			https://hanzicraft.com/dashboard/character/%E4%9C%8C%E6%94%A3%E9%B8%9E%E5%B7%92%E9%91%BE%E5%AD%BF	[sound:luan2.mp3]	phonetic-component
亦:luan2	亦	luán	also	挛鸾峦銮孪		9/14	16	884	once:亠+?;radical:亠+丨+亅+八			https://hanzicraft.com/dashboard/character/%E4%BA%A6%E6%8C%9B%E9%B8%BE%E5%B3%A6%E9%8A%AE%E5%AD%AA	[sound:luan2.mp3]	phonetic-component
襄:rang3	襄	rǎng	to help / to assist / mutual assistance / to rush into or up / to raise or hold up / high / tall / old variant of 欀 / chariot horse (old) / change (old)	嚷壤攘	瓤穰禳讓蘘	3/16 · 7/16 (ignoring tone)	15	2974	once:衣+?;radical:衣+吅+?+二+一	xiāng / 镶鑲骧驤		https://hanzicraft.com/dashboard/character/%E8%A5%84%E5%9A%B7%E5%A3%A4%E6%94%98	[sound:rang3.mp3]	phonetic-component
兰:lan2	兰	lán	orchid (蘭花|兰花 Cymbidium goeringii) / fragrant thoroughwort (蘭草|兰草 Eupatorium fortunei) / lily magnolia (木蘭|木兰)	拦栏	烂	3/4 · 4/4 (ignoring tone)	3	641	once:丷+三;radical:丷+一+二			https://hanzicraft.com/dashboard/character/%E5%85%B0%E6%8B%A6%E6%A0%8F	[sound:lan2.mp3]	phonetic-component
崔:cui1	崔	cuī	high mountain / precipitous	催摧磪	璀	4/6	6	2547	once:山+隹;radical:山+隹			https://hanzicraft.com/dashboard/character/%E5%B4%94%E5%82%AC%E6%91%A7%E7%A3%AA	[sound:cui1.mp3]	phonetic-component
臺:tai2	臺	tái	platform / stage / terrace / stand / support / desk / station / broadcasting station / classifier for vehicles or machines	薹檯擡		4/4	1	388	once:士+?;radical:士+口+冖+至			https://hanzicraft.com/dashboard/character/%E8%87%BA%E8%96%B9%E6%AA%AF%E6%93%A1	[sound:tai2.mp3]	phonetic-component
皆:xie2	皆	xié	all / each and every / in all cases	谐偕龤諧		4/12	11	1417	once:比+白;radical:比+白	jiē / 階楷喈		https://hanzicraft.com/dashboard/character/%E7%9A%86%E8%B0%90%E5%81%95%E9%BE%A4%E8%AB%A7	[sound:xie2.mp3]	phonetic-component
长:zhang4	长	zhàng	chief / head / elder / to grow / to develop / to increase / to enhance	帐涨胀账	粻张	4/10	23	109	once:?+一			https://hanzicraft.com/dashboard/character/%E9%95%BF%E5%B8%90%E6%B6%A8%E8%83%80%E8%B4%A6	[sound:zhang4.mp3]	phonetic-component
册:shan1	册	shān	book / booklet / classifier for books	珊删姗跚		4/6	8	1523	once:?			https://hanzicraft.com/dashboard/character/%E5%86%8C%E7%8F%8A%E5%88%A0%E5%A7%97%E8%B7%9A	[sound:shan1.mp3]	phonetic-component
崩:beng1	崩	bēng	to collapse / to fall into ruins / death of king or emperor / demise	嘣繃	蹦鏰镚	3/6 · 6/6 (ignoring tone)	6	2173	once:山+朋;radical:山+朋			https://hanzicraft.com/dashboard/character/%E5%B4%A9%E5%98%A3%E7%B9%83	[sound:beng1.mp3]	phonetic-component
粦:lin2	粦	lín	rice + coyote	鄰麟鳞磷粼	膦	13/14	14	7428	once:米+舛;radical:米+舛			https://hanzicraft.com/dashboard/character/%E7%B2%A6%E9%84%B0%E9%BA%9F%E9%B3%9E%E7%A3%B7%E7%B2%BC	[sound:lin2.mp3]	phonetic-component
昷:wen1	昷	wēn		温瘟鳁辒		4/10	14		once:日+皿;radical:日+皿			https://hanzicraft.com/dashboard/character/%E6%98%B7%E6%B8%A9%E7%98%9F%E9%B3%81%E8%BE%92	[sound:wen1.mp3]	phonetic-component
敝:bie1	敝	biē	my (polite) / poor / ruined / shabby / worn out / defeated	憋鳖鱉鼈	蹩	4/12	10	3253	once:㡀+⺙;radical:巾+冫+?+⺙	bì / 幣蔽斃弊		https://hanzicraft.com/dashboard/character/%E6%95%9D%E6%86%8B%E9%B3%96%E9%B1%89%E9%BC%88	[sound:bie1.mp3]	phonetic-component
虚:xu1	虚	xū	emptiness / void / abstract theory or guiding principles / empty or unoccupied / diffident or timid / false / humble or modest / (of health) weak / virtual / in vain	墟嘘魖		5/7	6	1069	once:虍+业;radical:虍+?+丷+一			https://hanzicraft.com/dashboard/character/%E8%99%9A%E5%A2%9F%E5%98%98%E9%AD%96	[sound:xu1.mp3]	phonetic-component
虎:hu3	虎	hǔ	tiger / CL:隻|只[zhi1]	唬琥		3/6	7	1081	once:虍+几;radical:虍+几			https://hanzicraft.com/dashboard/character/%E8%99%8E%E5%94%AC%E7%90%A5	[sound:hu3.mp3]	phonetic-component
難:tan1	難	tān	difficult (to...) / problem / difficulty / difficult / not good	攤灘癱		3/4	11	295	once:?+隹;radical:廿+口+丨+人+二+隹			https://hanzicraft.com/dashboard/character/%E9%9B%A3%E6%94%A4%E7%81%98%E7%99%B1	[sound:tan1.mp3]	phonetic-component
井:jing3	井	jǐng	a well / CL:口[kou3] / neat / orderly	阱肼		3/6	7	1429	once:?+二;radical:?+二			https://hanzicraft.com/dashboard/character/%E4%BA%95%E9%98%B1%E8%82%BC	[sound:jing3.mp3]	phonetic-component
